,database_name,duration_seconds,latent_factor,object_type1_name,object_type2_name,ranking_place,relation_name,rmse
0,pagila,542.0,5,payment,customer,1,"payment,customer",2.42200548578e-06
1,pagila,542.0,5,film,language,2,"film,language",
2,pagila,542.0,5,payment,staff,3,"payment,staff",3.25565229002e-06
3,pagila,542.0,5,payment,rental,4,"payment,rental",3.65568874141e-06
4,pagila,542.0,5,store,staff,5,"store,staff",8.24656779778e-06
5,pagila,542.0,5,inventory,film,6,"inventory,film",3.22411708705e-05
6,pagila,542.0,5,customer,store,7,"customer,store",3.65201648777e-05
7,pagila,542.0,5,rental,inventory,8,"rental,inventory",0.000235747792107
8,pagila,542.0,5,film_actor,actor,9,"film_actor,actor",0.000449381125695
9,pagila,542.0,5,film_category,film,10,"film_category,film",0.000490442301172
10,pagila,542.0,5,address,city,11,"address,city",0.000641927914019
11,pagila,542.0,5,film_actor,film,12,"film_actor,film",0.000965576512032
12,pagila,542.0,5,film_category,category,13,"film_category,category",0.00218552115313
13,pagila,542.0,5,inventory,store,14,"inventory,store",0.00310245513176
14,pagila,542.0,5,staff,customer,15,"staff,customer",0.00316780446028
15,pagila,542.0,5,city,country,16,"city,country",0.00394639343323
16,pagila,542.0,5,customer,address,17,"customer,address",0.00475123114291
17,pagila,542.0,5,staff,address,18,"staff,address",0.00475231645514
18,pagila,542.0,5,rental,customer,19,"rental,customer",0.00801057829993
19,pagila,542.0,5,staff,rental,20,"staff,rental",0.0497172367105
20,pagila,542.0,5,store,address,21,"store,address",0.0800821718123
21,avtomobilizem,8.0,15,lastnistvo,stranka,1,"lastnistvo,stranka",5.09902483316e-17
22,avtomobilizem,8.0,15,avtomobil,model,2,"avtomobil,model",2.72390717378e-14
23,avtomobilizem,8.0,15,lastnistvo,avtomobil,3,"lastnistvo,avtomobil",3.58688069097e-14
24,avtomobilizem,8.0,15,jezik,jezikovna_skupina,4,"jezik,jezikovna_skupina",7.06532556552e-14
25,avtomobilizem,8.0,15,drzava,jezik,5,"drzava,jezik",0.0107495892943
26,avtomobilizem,8.0,15,model,znamka,6,"model,znamka",0.0137394144167
27,avtomobilizem,8.0,15,avtomobil,drzava,7,"avtomobil,drzava",0.0141648163924
28,avtomobilizem,8.0,15,drzava,model,8,"drzava,model",0.0364767818318
29,pagila,893.0,35,film,language,1,"film,language",
30,pagila,893.0,35,address,city,2,"address,city",1.99627786641e-05
31,pagila,893.0,35,payment,rental,3,"payment,rental",5.61221238543e-05
32,pagila,893.0,35,store,staff,4,"store,staff",7.85815436801e-05
33,pagila,893.0,35,customer,store,5,"customer,store",9.73233837445e-05
34,pagila,893.0,35,film_actor,film,6,"film_actor,film",0.000231397806681
35,pagila,893.0,35,rental,inventory,7,"rental,inventory",0.000246311926195
36,pagila,893.0,35,film_category,film,8,"film_category,film",0.000761888248589
37,pagila,893.0,35,inventory,store,9,"inventory,store",0.000784466173641
38,pagila,893.0,35,customer,address,10,"customer,address",0.00106909324512
39,pagila,893.0,35,staff,address,11,"staff,address",0.00107000103456
40,pagila,893.0,35,inventory,film,12,"inventory,film",0.00204407735869
41,pagila,893.0,35,city,country,13,"city,country",0.00220608273659
42,pagila,893.0,35,payment,customer,14,"payment,customer",0.002221991161
43,pagila,893.0,35,film_category,category,15,"film_category,category",0.00256619596701
44,pagila,893.0,35,staff,customer,16,"staff,customer",0.00337034164617
45,pagila,893.0,35,film_actor,actor,17,"film_actor,actor",0.00421362688747
46,pagila,893.0,35,rental,customer,18,"rental,customer",0.0108432374172
47,pagila,893.0,35,store,address,19,"store,address",0.0179971485416
48,pagila,893.0,35,payment,staff,20,"payment,staff",0.0794738455092
49,pagila,893.0,35,staff,rental,21,"staff,rental",0.111698825832
50,pagila,647.0,15,film,language,1,"film,language",
51,pagila,647.0,15,film_category,category,2,"film_category,category",2.27233706912e-06
52,pagila,647.0,15,store,staff,3,"store,staff",1.26266533099e-05
53,pagila,647.0,15,customer,store,4,"customer,store",3.04149926425e-05
54,pagila,647.0,15,payment,rental,5,"payment,rental",4.46193400881e-05
55,pagila,647.0,15,rental,inventory,6,"rental,inventory",0.000117940733952
56,pagila,647.0,15,film_category,film,7,"film_category,film",0.000258921735596
57,pagila,647.0,15,film_actor,film,8,"film_actor,film",0.000308916805103
58,pagila,647.0,15,film_actor,actor,9,"film_actor,actor",0.000384014211786
59,pagila,647.0,15,inventory,film,10,"inventory,film",0.00149858668994
60,pagila,647.0,15,staff,address,11,"staff,address",0.00207842927772
61,pagila,647.0,15,customer,address,12,"customer,address",0.00207854059059
62,pagila,647.0,15,payment,customer,13,"payment,customer",0.00311344242139
63,pagila,647.0,15,address,city,14,"address,city",0.00344655033734
64,pagila,647.0,15,city,country,15,"city,country",0.00502310524756
65,pagila,647.0,15,staff,customer,16,"staff,customer",0.00537172991928
66,pagila,647.0,15,rental,customer,17,"rental,customer",0.00800189010498
67,pagila,647.0,15,payment,staff,18,"payment,staff",0.0280448401071
68,pagila,647.0,15,store,address,19,"store,address",0.0353956692293
69,pagila,647.0,15,inventory,store,20,"inventory,store",0.0422923497117
70,pagila,647.0,15,staff,rental,21,"staff,rental",0.211282018654
71,avtomobilizem,7.0,15,lastnistvo,stranka,1,"lastnistvo,stranka",6.79869977755e-17
72,avtomobilizem,7.0,15,lastnistvo,avtomobil,2,"lastnistvo,avtomobil",3.62597321469e-16
73,avtomobilizem,7.0,15,avtomobil,model,3,"avtomobil,model",5.73709288643e-16
74,avtomobilizem,7.0,15,jezik,jezikovna_skupina,4,"jezik,jezikovna_skupina",1.69303399165e-15
75,avtomobilizem,7.0,15,drzava,jezik,5,"drzava,jezik",0.010451699182
76,avtomobilizem,7.0,15,model,znamka,6,"model,znamka",0.0137394144167
77,avtomobilizem,7.0,15,avtomobil,drzava,7,"avtomobil,drzava",0.0139130420902
78,avtomobilizem,7.0,15,drzava,model,8,"drzava,model",0.0490208074501
79,pagila,879.0,20,store,staff,1,"store,staff",1.19873168932e-05
80,pagila,879.0,20,film,language,2,"film,language",
81,pagila,879.0,20,customer,store,3,"customer,store",3.08464922529e-05
82,pagila,879.0,20,payment,rental,4,"payment,rental",9.096401931e-05
83,pagila,879.0,20,film_category,film,5,"film_category,film",0.000212075330676
84,pagila,879.0,20,film_actor,actor,6,"film_actor,actor",0.000306997454905
85,pagila,879.0,20,rental,inventory,7,"rental,inventory",0.00035030037278
86,pagila,879.0,20,film_actor,film,8,"film_actor,film",0.000691534389749
87,pagila,879.0,20,payment,customer,9,"payment,customer",0.00109868514889
88,pagila,879.0,20,staff,customer,10,"staff,customer",0.00166072482008
89,pagila,879.0,20,inventory,film,11,"inventory,film",0.00166444759157
90,pagila,879.0,20,address,city,12,"address,city",0.00175459291831
91,pagila,879.0,20,city,country,13,"city,country",0.00334820706629
92,pagila,879.0,20,customer,address,14,"customer,address",0.00438058923416
93,pagila,879.0,20,staff,address,15,"staff,address",0.00438077835424
94,pagila,879.0,20,film_category,category,16,"film_category,category",0.00579507140544
95,pagila,879.0,20,rental,customer,17,"rental,customer",0.00774941266922
96,pagila,879.0,20,inventory,store,18,"inventory,store",0.0140776335185
97,pagila,879.0,20,payment,staff,19,"payment,staff",0.0173957824056
98,pagila,879.0,20,store,address,20,"store,address",0.0742495568472
99,pagila,879.0,20,staff,rental,21,"staff,rental",0.213030238581
100,pagila,818.0,30,payment,rental,1,"payment,rental",3.88849833059e-05
101,pagila,818.0,30,customer,address,2,"customer,address",5.23805465722e-05
102,pagila,818.0,30,staff,address,3,"staff,address",5.29011687904e-05
103,pagila,818.0,30,store,staff,4,"store,staff",0.000125314938991
104,pagila,818.0,30,film,language,5,"film,language",
105,pagila,818.0,30,customer,store,6,"customer,store",0.000116074146266
106,pagila,818.0,30,rental,inventory,7,"rental,inventory",0.000125503328628
107,pagila,818.0,30,address,city,8,"address,city",0.000550405333937
108,pagila,818.0,30,film_actor,film,9,"film_actor,film",0.000642395281075
109,pagila,818.0,30,inventory,film,10,"inventory,film",0.00070137859182
110,pagila,818.0,30,film_category,film,11,"film_category,film",0.00130779270737
111,pagila,818.0,30,store,address,12,"store,address",0.00131342472469
112,pagila,818.0,30,payment,customer,13,"payment,customer",0.0015756818371
113,pagila,818.0,30,film_actor,actor,14,"film_actor,actor",0.00194397941173
114,pagila,818.0,30,city,country,15,"city,country",0.00199125197168
115,pagila,818.0,30,film_category,category,16,"film_category,category",0.00213571846876
116,pagila,818.0,30,staff,customer,17,"staff,customer",0.00281682674726
117,pagila,818.0,30,rental,customer,18,"rental,customer",0.00774326166262
118,pagila,818.0,30,inventory,store,19,"inventory,store",0.0167946509471
119,pagila,818.0,30,payment,staff,20,"payment,staff",0.0463339557532
120,pagila,818.0,30,staff,rental,21,"staff,rental",0.0488202338254
121,avtomobilizem,7.0,15,lastnistvo,stranka,1,"lastnistvo,stranka",6.79869977755e-17
122,avtomobilizem,7.0,15,avtomobil,model,2,"avtomobil,model",6.55772799531e-14
123,avtomobilizem,7.0,15,lastnistvo,avtomobil,3,"lastnistvo,avtomobil",8.71933246471e-14
124,avtomobilizem,7.0,15,jezik,jezikovna_skupina,4,"jezik,jezikovna_skupina",9.12583765053e-14
125,avtomobilizem,7.0,15,drzava,jezik,5,"drzava,jezik",0.0104329922382
126,avtomobilizem,7.0,15,avtomobil,drzava,6,"avtomobil,drzava",0.0132281943709
127,avtomobilizem,7.0,15,model,znamka,7,"model,znamka",0.0137394144167
128,avtomobilizem,7.0,15,drzava,model,8,"drzava,model",0.022842897994
129,pagila,701.0,15,film,language,1,"film,language",
130,pagila,701.0,15,customer,store,2,"customer,store",3.1373726791e-05
131,pagila,701.0,15,film_actor,actor,3,"film_actor,actor",5.6032852269e-05
132,pagila,701.0,15,inventory,film,4,"inventory,film",8.26910007362e-05
133,pagila,701.0,15,payment,rental,5,"payment,rental",0.000131560732415
134,pagila,701.0,15,store,staff,6,"store,staff",0.000137883055179
135,pagila,701.0,15,staff,address,7,"staff,address",0.000150927596489
136,pagila,701.0,15,customer,address,8,"customer,address",0.000159447971586
137,pagila,701.0,15,film_category,film,9,"film_category,film",0.000266731039341
138,pagila,701.0,15,payment,customer,10,"payment,customer",0.000365586331541
139,pagila,701.0,15,rental,inventory,11,"rental,inventory",0.00105101275955
140,pagila,701.0,15,film_actor,film,12,"film_actor,film",0.00114267951467
141,pagila,701.0,15,staff,rental,13,"staff,rental",0.00189708490011
142,pagila,701.0,15,staff,customer,14,"staff,customer",0.00237785107169
143,pagila,701.0,15,city,country,15,"city,country",0.00335286385068
144,pagila,701.0,15,address,city,16,"address,city",0.00615355741099
145,pagila,701.0,15,store,address,17,"store,address",0.00622081848769
146,pagila,701.0,15,film_category,category,18,"film_category,category",0.00748494997824
147,pagila,701.0,15,rental,customer,19,"rental,customer",0.00783024501116
148,pagila,701.0,15,inventory,store,20,"inventory,store",0.0111009499805
149,pagila,701.0,15,payment,staff,21,"payment,staff",0.0316024320194
150,avtomobilizem,17.0,35,lastnistvo,stranka,1,"lastnistvo,stranka",1.98856413466e-16
151,avtomobilizem,17.0,35,avtomobil,model,2,"avtomobil,model",2.82703946301e-05
152,avtomobilizem,17.0,35,lastnistvo,avtomobil,3,"lastnistvo,avtomobil",8.82911465744e-05
153,avtomobilizem,17.0,35,jezik,jezikovna_skupina,4,"jezik,jezikovna_skupina",0.000173102998619
154,avtomobilizem,17.0,35,drzava,jezik,5,"drzava,jezik",0.00433466220694
155,avtomobilizem,17.0,35,avtomobil,drzava,6,"avtomobil,drzava",0.00559486534254
156,avtomobilizem,17.0,35,model,znamka,7,"model,znamka",0.00581731557476
157,avtomobilizem,17.0,35,drzava,model,8,"drzava,model",0.0226157108812
158,pagila,785.0,25,store,staff,1,"store,staff",5.67938206883e-06
159,pagila,785.0,25,payment,rental,2,"payment,rental",1.69331341479e-05
160,pagila,785.0,25,film,language,3,"film,language",
161,pagila,785.0,25,customer,store,4,"customer,store",3.25328414911e-05
162,pagila,785.0,25,rental,inventory,5,"rental,inventory",6.17332310114e-05
163,pagila,785.0,25,staff,customer,6,"staff,customer",0.000519507253251
164,pagila,785.0,25,film_actor,film,7,"film_actor,film",0.00052870325952
165,pagila,785.0,25,payment,customer,8,"payment,customer",0.000707411747069
166,pagila,785.0,25,inventory,film,9,"inventory,film",0.00101982074192
167,pagila,785.0,25,payment,staff,10,"payment,staff",0.00151768048335
168,pagila,785.0,25,film_category,film,11,"film_category,film",0.00157320198985
169,pagila,785.0,25,city,country,12,"city,country",0.00400717123175
170,pagila,785.0,25,address,city,13,"address,city",0.00486209027229
171,pagila,785.0,25,customer,address,14,"customer,address",0.00622493577931
172,pagila,785.0,25,staff,address,15,"staff,address",0.00622605356549
173,pagila,785.0,25,film_actor,actor,16,"film_actor,actor",0.0070197208272
174,pagila,785.0,25,rental,customer,17,"rental,customer",0.00763267832536
175,pagila,785.0,25,inventory,store,18,"inventory,store",0.00791505002183
176,pagila,785.0,25,film_category,category,19,"film_category,category",0.0155943261665
177,pagila,785.0,25,staff,rental,20,"staff,rental",0.0175809361918
178,pagila,785.0,25,store,address,21,"store,address",0.104940364483
179,pagila,581.0,5,film,language,1,"film,language",
180,pagila,581.0,5,film_category,category,2,"film_category,category",2.16493489802e-15
181,pagila,581.0,5,staff,address,3,"staff,address",1.88258874898e-10
182,pagila,581.0,5,payment,staff,4,"payment,staff",3.4459535084e-09
183,pagila,581.0,5,payment,customer,5,"payment,customer",1.79716729489e-06
184,pagila,581.0,5,customer,address,6,"customer,address",5.29951656522e-06
185,pagila,581.0,5,payment,rental,7,"payment,rental",1.00536565347e-05
186,pagila,581.0,5,address,city,8,"address,city",4.75942548504e-05
187,pagila,581.0,5,inventory,film,9,"inventory,film",5.12015000228e-05
188,pagila,581.0,5,rental,inventory,10,"rental,inventory",0.000338119622312
189,pagila,581.0,5,city,country,11,"city,country",0.000469082973277
190,pagila,581.0,5,film_actor,actor,12,"film_actor,actor",0.000659917457855
191,pagila,581.0,5,film_category,film,13,"film_category,film",0.00132511198123
192,pagila,581.0,5,film_actor,film,14,"film_actor,film",0.00160386054742
193,pagila,581.0,5,staff,customer,15,"staff,customer",0.00232887868729
194,pagila,581.0,5,rental,customer,16,"rental,customer",0.00802444744018
195,pagila,581.0,5,inventory,store,17,"inventory,store",0.0256477495353
196,pagila,581.0,5,customer,store,18,"customer,store",0.03343383942
197,pagila,581.0,5,store,staff,19,"store,staff",0.0334338424155
198,pagila,581.0,5,staff,rental,20,"staff,rental",0.106833658371
199,pagila,581.0,5,store,address,21,"store,address",0.111769918183
200,parameciumDB,54.0,40,dbxref,quantification,1,"dbxref,quantification",0.0
201,parameciumDB,54.0,40,dbxref,feature,2,"dbxref,feature",3.92494584476e-05
202,parameciumDB,54.0,40,dbxref,stock,3,"dbxref,stock",0.000100881723506
203,parameciumDB,54.0,40,cvterm,dbxref,4,"cvterm,dbxref",0.000154367978238
204,parameciumDB,54.0,40,assay,stock,5,"assay,stock",0.00021067850491
205,parameciumDB,54.0,40,assay,biomaterial,6,"assay,biomaterial",0.00037939835404
206,parameciumDB,54.0,40,cvterm,stock,7,"cvterm,stock",0.000552152647456
207,parameciumDB,54.0,40,feature,contact,8,"feature,contact",0.00079150673852
208,parameciumDB,54.0,40,cvterm,feature,9,"cvterm,feature",0.000808239279528
209,parameciumDB,54.0,40,biomaterial,feature,10,"biomaterial,feature",0.00149203018224
210,parameciumDB,54.0,40,pub,cvterm,11,"pub,cvterm",0.00165708199412
211,parameciumDB,54.0,40,dbxref,protocol,12,"dbxref,protocol",0.00193046063239
212,parameciumDB,54.0,40,biomaterial,dbxref,13,"biomaterial,dbxref",0.00200430967051
213,parameciumDB,54.0,40,biomaterial,contact,14,"biomaterial,contact",0.00251203990921
214,parameciumDB,54.0,40,assay,protocol,15,"assay,protocol",0.00251279042513
215,parameciumDB,54.0,40,assay,dbxref,16,"assay,dbxref",0.00264774122745
216,parameciumDB,54.0,40,feature,stock,17,"feature,stock",0.00268079118421
217,parameciumDB,54.0,40,protocol,stock,18,"protocol,stock",0.00326968874314
218,parameciumDB,54.0,40,cvterm,contact,19,"cvterm,contact",0.00390606279922
219,parameciumDB,54.0,40,assay,feature,20,"assay,feature",0.00408428179203
220,parameciumDB,54.0,40,biomaterial,protocol,21,"biomaterial,protocol",0.00439516781162
221,parameciumDB,54.0,40,assay,cvterm,22,"assay,cvterm",0.00460639569743
222,parameciumDB,54.0,40,protocol,feature,23,"protocol,feature",0.00474160561119
223,parameciumDB,54.0,40,biomaterial,pub,24,"biomaterial,pub",0.00474749852365
224,parameciumDB,54.0,40,pub,stock,25,"pub,stock",0.00489712263677
225,parameciumDB,54.0,40,stock,contact,26,"stock,contact",0.00504163634281
226,parameciumDB,54.0,40,biomaterial,stock,27,"biomaterial,stock",0.00508504886417
227,parameciumDB,54.0,40,feature,quantification,28,"feature,quantification",0.00512392837961
228,parameciumDB,54.0,40,assay,pub,29,"assay,pub",0.00822575275394
229,parameciumDB,54.0,40,assay,contact,30,"assay,contact",0.00836059100347
230,parameciumDB,54.0,40,pub,feature,31,"pub,feature",0.0093479552087
231,parameciumDB,54.0,40,dbxref,contact,32,"dbxref,contact",0.00972956633465
232,parameciumDB,54.0,40,protocol,contact,33,"protocol,contact",0.0115038798262
233,parameciumDB,54.0,40,pub,contact,34,"pub,contact",0.0147884822576
234,parameciumDB,54.0,40,cvterm,quantification,35,"cvterm,quantification",0.0150637990081
235,parameciumDB,54.0,40,pub,protocol,36,"pub,protocol",0.0196838134111
236,parameciumDB,54.0,40,stock,quantification,37,"stock,quantification",0.0210497980746
237,parameciumDB,54.0,40,pub,dbxref,38,"pub,dbxref",0.0490133082717
238,parameciumDB,54.0,40,assay,quantification,39,"assay,quantification",0.0629254241347
239,parameciumDB,54.0,40,pub,quantification,40,"pub,quantification",0.0891384300412
240,parameciumDB,54.0,40,biomaterial,cvterm,41,"biomaterial,cvterm",0.0899432152114
241,parameciumDB,54.0,40,biomaterial,quantification,42,"biomaterial,quantification",0.0966523236467
242,parameciumDB,54.0,40,cvterm,protocol,43,"cvterm,protocol",0.113983250065
243,parameciumDB,54.0,40,quantification,contact,44,"quantification,contact",0.117438567111
244,parameciumDB,54.0,40,protocol,quantification,45,"protocol,quantification",0.117819359406
245,pagila,1094.0,40,store,staff,1,"store,staff",4.11357768772e-06
246,pagila,1094.0,40,film,language,2,"film,language",
247,pagila,1094.0,40,customer,store,3,"customer,store",2.62985116503e-05
248,pagila,1094.0,40,payment,rental,4,"payment,rental",6.08335448906e-05
249,pagila,1094.0,40,film_category,film,5,"film_category,film",9.85832315343e-05
250,pagila,1094.0,40,film_actor,film,6,"film_actor,film",0.000259268703292
251,pagila,1094.0,40,rental,inventory,7,"rental,inventory",0.000442298948245
252,pagila,1094.0,40,inventory,film,8,"inventory,film",0.000544483015627
253,pagila,1094.0,40,payment,customer,9,"payment,customer",0.00106001718406
254,pagila,1094.0,40,payment,staff,10,"payment,staff",0.00181906361236
255,pagila,1094.0,40,staff,customer,11,"staff,customer",0.00195372750481
256,pagila,1094.0,40,film_actor,actor,12,"film_actor,actor",0.00313706881783
257,pagila,1094.0,40,address,city,13,"address,city",0.00327457287431
258,pagila,1094.0,40,city,country,14,"city,country",0.00331282561993
259,pagila,1094.0,40,customer,address,15,"customer,address",0.00377821398715
260,pagila,1094.0,40,staff,address,16,"staff,address",0.0037788134984
261,pagila,1094.0,40,rental,customer,17,"rental,customer",0.00744789868654
262,pagila,1094.0,40,film_category,category,18,"film_category,category",0.0160176411272
263,pagila,1094.0,40,staff,rental,19,"staff,rental",0.0196478127076
264,pagila,1094.0,40,inventory,store,20,"inventory,store",0.0473331833469
265,pagila,1094.0,40,store,address,21,"store,address",0.0638821408068
266,avtomobilizem,30.0,40,lastnistvo,avtomobil,1,"lastnistvo,avtomobil",0.000348783601073
267,avtomobilizem,30.0,40,lastnistvo,stranka,2,"lastnistvo,stranka",0.000997196027348
268,avtomobilizem,30.0,40,avtomobil,model,3,"avtomobil,model",0.00203871925649
269,avtomobilizem,30.0,40,jezik,jezikovna_skupina,4,"jezik,jezikovna_skupina",0.0022407412875
270,avtomobilizem,30.0,40,avtomobil,drzava,5,"avtomobil,drzava",0.00635920960353
271,avtomobilizem,30.0,40,model,znamka,6,"model,znamka",0.00691763955194
272,avtomobilizem,30.0,40,drzava,jezik,7,"drzava,jezik",0.00907902496972
273,avtomobilizem,30.0,40,drzava,model,8,"drzava,model",0.035936775011
274,pagila,884.0,25,payment,rental,1,"payment,rental",4.50209790281e-05
275,pagila,884.0,25,store,staff,2,"store,staff",5.10197675043e-05
276,pagila,884.0,25,film,language,3,"film,language",
277,pagila,884.0,25,customer,store,4,"customer,store",7.21548887692e-05
278,pagila,884.0,25,inventory,film,5,"inventory,film",0.000444974132512
279,pagila,884.0,25,film_actor,actor,6,"film_actor,actor",0.000454070866222
280,pagila,884.0,25,city,country,7,"city,country",0.000662061283801
281,pagila,884.0,25,rental,inventory,8,"rental,inventory",0.000677863957363
282,pagila,884.0,25,staff,customer,9,"staff,customer",0.000811445601938
283,pagila,884.0,25,payment,customer,10,"payment,customer",0.000848396797595
284,pagila,884.0,25,film_actor,film,11,"film_actor,film",0.000878740587846
285,pagila,884.0,25,address,city,12,"address,city",0.00127513526105
286,pagila,884.0,25,customer,address,13,"customer,address",0.00153886550943
287,pagila,884.0,25,staff,address,14,"staff,address",0.00153994427216
288,pagila,884.0,25,film_category,film,15,"film_category,film",0.00164292142221
289,pagila,884.0,25,film_category,category,16,"film_category,category",0.00524252841434
290,pagila,884.0,25,payment,staff,17,"payment,staff",0.00749175441906
291,pagila,884.0,25,rental,customer,18,"rental,customer",0.00763161577026
292,pagila,884.0,25,inventory,store,19,"inventory,store",0.0254659881982
293,pagila,884.0,25,store,address,20,"store,address",0.0267375910082
294,pagila,884.0,25,staff,rental,21,"staff,rental",0.102275782013
295,pagila,986.0,40,film,language,1,"film,language",
296,pagila,986.0,40,film_category,category,2,"film_category,category",6.1242839792e-05
297,pagila,986.0,40,payment,rental,3,"payment,rental",6.14542074641e-05
298,pagila,986.0,40,store,staff,4,"store,staff",0.000163584074481
299,pagila,986.0,40,customer,store,5,"customer,store",0.000170668278955
300,pagila,986.0,40,staff,address,6,"staff,address",0.000202260630256
301,pagila,986.0,40,customer,address,7,"customer,address",0.00020262381452
302,pagila,986.0,40,payment,customer,8,"payment,customer",0.000621798271451
303,pagila,986.0,40,address,city,9,"address,city",0.000731677829237
304,pagila,986.0,40,staff,customer,10,"staff,customer",0.000980033727417
305,pagila,986.0,40,film_actor,film,11,"film_actor,film",0.00125506032831
306,pagila,986.0,40,film_category,film,12,"film_category,film",0.00128954732664
307,pagila,986.0,40,rental,inventory,13,"rental,inventory",0.00132321381189
308,pagila,986.0,40,inventory,film,14,"inventory,film",0.00249343250373
309,pagila,986.0,40,city,country,15,"city,country",0.00319325894488
310,pagila,986.0,40,film_actor,actor,16,"film_actor,actor",0.00351080404054
311,pagila,986.0,40,store,address,17,"store,address",0.00732722862665
312,pagila,986.0,40,rental,customer,18,"rental,customer",0.00798476605117
313,pagila,986.0,40,payment,staff,19,"payment,staff",0.0100364466474
314,pagila,986.0,40,inventory,store,20,"inventory,store",0.0968449308272
315,pagila,986.0,40,staff,rental,21,"staff,rental",0.0999297904592
316,pagila,887.0,20,store,staff,1,"store,staff",1.40615385408e-05
317,pagila,887.0,20,film,language,2,"film,language",
318,pagila,887.0,20,customer,store,3,"customer,store",2.75141113037e-05
319,pagila,887.0,20,payment,rental,4,"payment,rental",3.10140520505e-05
320,pagila,887.0,20,film_actor,film,5,"film_actor,film",0.000215293721983
321,pagila,887.0,20,inventory,film,6,"inventory,film",0.000248321378289
322,pagila,887.0,20,rental,inventory,7,"rental,inventory",0.000432485066222
323,pagila,887.0,20,payment,customer,8,"payment,customer",0.000686871216045
324,pagila,887.0,20,address,city,9,"address,city",0.000769776112079
325,pagila,887.0,20,city,country,10,"city,country",0.0010310073735
326,pagila,887.0,20,staff,address,11,"staff,address",0.00146460321389
327,pagila,887.0,20,customer,address,12,"customer,address",0.00146569477105
328,pagila,887.0,20,film_category,category,13,"film_category,category",0.00151809748918
329,pagila,887.0,20,film_category,film,14,"film_category,film",0.00204355822836
330,pagila,887.0,20,staff,customer,15,"staff,customer",0.00218129433928
331,pagila,887.0,20,film_actor,actor,16,"film_actor,actor",0.00342598760396
332,pagila,887.0,20,rental,customer,17,"rental,customer",0.00774188079927
333,pagila,887.0,20,staff,rental,18,"staff,rental",0.00870821961398
334,pagila,887.0,20,payment,staff,19,"payment,staff",0.0123986466654
335,pagila,887.0,20,store,address,20,"store,address",0.0249439838198
336,pagila,887.0,20,inventory,store,21,"inventory,store",0.0359872785498
337,pagila,736.0,15,store,staff,1,"store,staff",1.08865947443e-05
338,pagila,736.0,15,film,language,2,"film,language",
339,pagila,736.0,15,customer,store,3,"customer,store",2.98827386504e-05
340,pagila,736.0,15,payment,rental,4,"payment,rental",5.84752284143e-05
341,pagila,736.0,15,film_actor,film,5,"film_actor,film",0.000112254977838
342,pagila,736.0,15,payment,customer,6,"payment,customer",0.000139467868651
343,pagila,736.0,15,rental,inventory,7,"rental,inventory",0.000199427925638
344,pagila,736.0,15,staff,customer,8,"staff,customer",0.000248373229865
345,pagila,736.0,15,inventory,film,9,"inventory,film",0.000584220559532
346,pagila,736.0,15,address,city,10,"address,city",0.000671263628364
347,pagila,736.0,15,film_category,film,11,"film_category,film",0.00119674015641
348,pagila,736.0,15,staff,address,12,"staff,address",0.00125931720533
349,pagila,736.0,15,customer,address,13,"customer,address",0.00125955094157
350,pagila,736.0,15,inventory,store,14,"inventory,store",0.00189275984376
351,pagila,736.0,15,film_actor,actor,15,"film_actor,actor",0.00247259670868
352,pagila,736.0,15,city,country,16,"city,country",0.00252826772467
353,pagila,736.0,15,film_category,category,17,"film_category,category",0.00373488582552
354,pagila,736.0,15,rental,customer,18,"rental,customer",0.00782671508196
355,pagila,736.0,15,payment,staff,19,"payment,staff",0.00857400731094
356,pagila,736.0,15,store,address,20,"store,address",0.0206844499087
357,pagila,736.0,15,staff,rental,21,"staff,rental",0.0889469324751
358,pagila,651.0,15,payment,customer,1,"payment,customer",1.66686878513e-06
359,pagila,651.0,15,film,language,2,"film,language",
360,pagila,651.0,15,payment,staff,3,"payment,staff",1.75073261377e-06
361,pagila,651.0,15,store,staff,4,"store,staff",1.84994611512e-06
362,pagila,651.0,15,payment,rental,5,"payment,rental",7.97438986577e-06
363,pagila,651.0,15,customer,store,6,"customer,store",2.80487944339e-05
364,pagila,651.0,15,film_actor,film,7,"film_actor,film",3.14015641653e-05
365,pagila,651.0,15,rental,inventory,8,"rental,inventory",0.000269634100885
366,pagila,651.0,15,staff,customer,9,"staff,customer",0.000382758563547
367,pagila,651.0,15,inventory,film,10,"inventory,film",0.000585135960098
368,pagila,651.0,15,film_category,film,11,"film_category,film",0.00087611740436
369,pagila,651.0,15,customer,address,12,"customer,address",0.00212618844342
370,pagila,651.0,15,staff,address,13,"staff,address",0.00212622993921
371,pagila,651.0,15,address,city,14,"address,city",0.00221382711525
372,pagila,651.0,15,film_actor,actor,15,"film_actor,actor",0.00382773414923
373,pagila,651.0,15,rental,customer,16,"rental,customer",0.00783763710994
374,pagila,651.0,15,city,country,17,"city,country",0.00868333090007
375,pagila,651.0,15,inventory,store,18,"inventory,store",0.0127345396145
376,pagila,651.0,15,film_category,category,19,"film_category,category",0.0160542960469
377,pagila,651.0,15,store,address,20,"store,address",0.0357567376721
378,pagila,651.0,15,staff,rental,21,"staff,rental",0.0611597811347
379,avtomobilizem,7.0,15,lastnistvo,stranka,1,"lastnistvo,stranka",8.7330508598e-17
380,avtomobilizem,7.0,15,avtomobil,model,2,"avtomobil,model",3.60829813849e-15
