,Dummy variable treshold,Ime podatkovne baze,Ime relacije,Latentni faktor,Objektni tip 1,Objektni tip 2,RMSE,St. ponovitve,Vzorcenje
2040,1,avtomobilizem,lastnistvo stranka,29,lastnistvo,stranka,0.00082,2,True
2041,1,avtomobilizem,lastnistvo avtomobil,29,lastnistvo,avtomobil,0.00504,2,True
2042,1,avtomobilizem,avtomobil model,29,avtomobil,model,0.00967,2,True
2043,1,avtomobilizem,avtomobil drzava,29,avtomobil,drzava,0.01235,2,True
2044,1,avtomobilizem,model drzava,29,model,drzava,0.11744,2,True
2045,1,avtomobilizem,avtomobil stranka,29,avtomobil,stranka,0.12538,2,True
2046,1,avtomobilizem,lastnistvo stranka,37,lastnistvo,stranka,0.00152,4,True
2047,1,avtomobilizem,lastnistvo avtomobil,37,lastnistvo,avtomobil,0.00528,4,True
2048,1,avtomobilizem,avtomobil drzava,37,avtomobil,drzava,0.11817,4,True
2049,1,avtomobilizem,avtomobil stranka,37,avtomobil,stranka,0.12871,4,True
2050,1,avtomobilizem,avtomobil model,37,avtomobil,model,0.97688,4,True
2051,1,avtomobilizem,model drzava,37,model,drzava,50692.90202,4,True
2052,0,avtomobilizem,lastnistvo stranka,19,lastnistvo,stranka,0.00125,0,True
2053,0,avtomobilizem,lastnistvo avtomobil,19,lastnistvo,avtomobil,0.00526,0,True
2054,0,avtomobilizem,avtomobil model,19,avtomobil,model,0.01294,0,True
2055,0,avtomobilizem,avtomobil drzava,19,avtomobil,drzava,0.01591,0,True
2056,0,avtomobilizem,avtomobil stranka,19,avtomobil,stranka,0.12926,0,True
2057,0,avtomobilizem,model drzava,19,model,drzava,0.22067,0,True
2058,0,avtomobilizem,lastnistvo stranka,45,lastnistvo,stranka,0.00065,0,True
2059,0,avtomobilizem,lastnistvo avtomobil,45,lastnistvo,avtomobil,0.00527,0,True
2060,0,avtomobilizem,avtomobil model,45,avtomobil,model,0.0116,0,True
2061,0,avtomobilizem,avtomobil stranka,45,avtomobil,stranka,0.12909,0,True
2062,0,avtomobilizem,avtomobil drzava,45,avtomobil,drzava,0.21906,0,True
2063,0,avtomobilizem,model drzava,45,model,drzava,89.24712,0,True
2064,1,avtomobilizem,lastnistvo stranka,27,lastnistvo,stranka,0.00087,1,True
2065,1,avtomobilizem,lastnistvo avtomobil,27,lastnistvo,avtomobil,0.00542,1,True
2066,1,avtomobilizem,avtomobil model,27,avtomobil,model,0.01041,1,True
2067,1,avtomobilizem,avtomobil drzava,27,avtomobil,drzava,0.01318,1,True
2068,1,avtomobilizem,model drzava,27,model,drzava,0.12199,1,True
2069,1,avtomobilizem,avtomobil stranka,27,avtomobil,stranka,0.12983,1,True
2070,2,avtomobilizem,lastnistvo stranka,2,lastnistvo,stranka,0.00319,3,True
2071,2,avtomobilizem,lastnistvo avtomobil,2,lastnistvo,avtomobil,0.00401,3,True
2072,2,avtomobilizem,avtomobil model,2,avtomobil,model,0.01099,3,True
2073,2,avtomobilizem,avtomobil drzava,2,avtomobil,drzava,0.11194,3,True
2074,2,avtomobilizem,avtomobil stranka,2,avtomobil,stranka,0.13205,3,True
2075,2,avtomobilizem,model drzava,2,model,drzava,0.22593,3,True
2076,0,avtomobilizem,lastnistvo stranka,18,lastnistvo,stranka,0.00087,1,True
2077,0,avtomobilizem,lastnistvo avtomobil,18,lastnistvo,avtomobil,0.00525,1,True
2078,0,avtomobilizem,avtomobil model,18,avtomobil,model,0.01373,1,True
2079,0,avtomobilizem,avtomobil drzava,18,avtomobil,drzava,0.01782,1,True
2080,0,avtomobilizem,avtomobil stranka,18,avtomobil,stranka,0.12927,1,True
2081,0,avtomobilizem,model drzava,18,model,drzava,0.23337,1,True
2082,1,avtomobilizem,lastnistvo avtomobil,41,lastnistvo,avtomobil,0.00507,3,True
2083,1,avtomobilizem,lastnistvo stranka,41,lastnistvo,stranka,0.00625,3,True
2084,1,avtomobilizem,avtomobil model,41,avtomobil,model,0.00973,3,True
2085,1,avtomobilizem,avtomobil drzava,41,avtomobil,drzava,0.01051,3,True
2086,1,avtomobilizem,model drzava,41,model,drzava,0.10873,3,True
2087,1,avtomobilizem,avtomobil stranka,41,avtomobil,stranka,0.12761,3,True
2088,0,avtomobilizem,lastnistvo stranka,24,lastnistvo,stranka,0.0004,0,True
2089,0,avtomobilizem,lastnistvo avtomobil,24,lastnistvo,avtomobil,0.00561,0,True
2090,0,avtomobilizem,avtomobil drzava,24,avtomobil,drzava,0.01387,0,True
2091,0,avtomobilizem,avtomobil model,24,avtomobil,model,0.0141,0,True
2092,0,avtomobilizem,avtomobil stranka,24,avtomobil,stranka,0.12903,0,True
2093,0,avtomobilizem,model drzava,24,model,drzava,0.21612,0,True
2094,0,avtomobilizem,lastnistvo stranka,47,lastnistvo,stranka,3e-05,3,True
2095,0,avtomobilizem,lastnistvo avtomobil,47,lastnistvo,avtomobil,0.00491,3,True
2096,0,avtomobilizem,avtomobil model,47,avtomobil,model,0.01187,3,True
2097,0,avtomobilizem,avtomobil drzava,47,avtomobil,drzava,0.03277,3,True
2098,0,avtomobilizem,avtomobil stranka,47,avtomobil,stranka,0.12089,3,True
2099,0,avtomobilizem,model drzava,47,model,drzava,0.64298,3,True
2100,0,avtomobilizem,lastnistvo stranka,16,lastnistvo,stranka,0.00336,0,True
2101,0,avtomobilizem,lastnistvo avtomobil,16,lastnistvo,avtomobil,0.00526,0,True
2102,0,avtomobilizem,avtomobil model,16,avtomobil,model,0.01373,0,True
2103,0,avtomobilizem,avtomobil drzava,16,avtomobil,drzava,0.01949,0,True
2104,0,avtomobilizem,avtomobil stranka,16,avtomobil,stranka,0.13267,0,True
2105,0,avtomobilizem,model drzava,16,model,drzava,0.23341,0,True
2106,0,avtomobilizem,lastnistvo stranka,7,lastnistvo,stranka,0.00279,1,True
2107,0,avtomobilizem,lastnistvo avtomobil,7,lastnistvo,avtomobil,0.00524,1,True
2108,0,avtomobilizem,avtomobil model,7,avtomobil,model,0.01361,1,True
2109,0,avtomobilizem,avtomobil drzava,7,avtomobil,drzava,0.03901,1,True
2110,0,avtomobilizem,avtomobil stranka,7,avtomobil,stranka,0.12969,1,True
2111,0,avtomobilizem,model drzava,7,model,drzava,0.2341,1,True
2112,2,avtomobilizem,lastnistvo stranka,20,lastnistvo,stranka,0.00186,4,True
2113,2,avtomobilizem,lastnistvo avtomobil,20,lastnistvo,avtomobil,0.00518,4,True
2114,2,avtomobilizem,avtomobil model,20,avtomobil,model,0.01443,4,True
2115,2,avtomobilizem,avtomobil drzava,20,avtomobil,drzava,0.02003,4,True
2116,2,avtomobilizem,avtomobil stranka,20,avtomobil,stranka,0.12904,4,True
2117,2,avtomobilizem,model drzava,20,model,drzava,0.19071,4,True
2118,2,avtomobilizem,lastnistvo stranka,4,lastnistvo,stranka,0.00274,0,True
2119,2,avtomobilizem,lastnistvo avtomobil,4,lastnistvo,avtomobil,0.00497,0,True
2120,2,avtomobilizem,avtomobil model,4,avtomobil,model,0.01385,0,True
2121,2,avtomobilizem,avtomobil drzava,4,avtomobil,drzava,0.0648,0,True
2122,2,avtomobilizem,avtomobil stranka,4,avtomobil,stranka,0.13027,0,True
2123,2,avtomobilizem,model drzava,4,model,drzava,0.2087,0,True
2124,0,avtomobilizem,lastnistvo stranka,3,lastnistvo,stranka,0.00397,4,True
2125,0,avtomobilizem,lastnistvo avtomobil,3,lastnistvo,avtomobil,0.00465,4,True
2126,0,avtomobilizem,avtomobil model,3,avtomobil,model,0.01193,4,True
2127,0,avtomobilizem,avtomobil drzava,3,avtomobil,drzava,0.07991,4,True
2128,0,avtomobilizem,avtomobil stranka,3,avtomobil,stranka,0.13048,4,True
2129,0,avtomobilizem,model drzava,3,model,drzava,0.23762,4,True
2130,2,avtomobilizem,lastnistvo stranka,8,lastnistvo,stranka,0.00182,3,True
2131,2,avtomobilizem,lastnistvo avtomobil,8,lastnistvo,avtomobil,0.00523,3,True
2132,2,avtomobilizem,avtomobil model,8,avtomobil,model,0.01469,3,True
2133,2,avtomobilizem,avtomobil drzava,8,avtomobil,drzava,0.03761,3,True
2134,2,avtomobilizem,avtomobil stranka,8,avtomobil,stranka,0.12945,3,True
2135,2,avtomobilizem,model drzava,8,model,drzava,0.19954,3,True
2136,0,avtomobilizem,lastnistvo stranka,47,lastnistvo,stranka,0.00221,4,True
2137,0,avtomobilizem,lastnistvo avtomobil,47,lastnistvo,avtomobil,0.00493,4,True
2138,0,avtomobilizem,avtomobil drzava,47,avtomobil,drzava,0.01001,4,True
2139,0,avtomobilizem,avtomobil model,47,avtomobil,model,0.0111,4,True
2140,0,avtomobilizem,avtomobil stranka,47,avtomobil,stranka,0.12474,4,True
2141,0,avtomobilizem,model drzava,47,model,drzava,0.20167,4,True
2142,1,avtomobilizem,lastnistvo stranka,12,lastnistvo,stranka,0.00185,4,True
2143,1,avtomobilizem,lastnistvo avtomobil,12,lastnistvo,avtomobil,0.00519,4,True
2144,1,avtomobilizem,avtomobil model,12,avtomobil,model,0.01002,4,True
2145,1,avtomobilizem,avtomobil drzava,12,avtomobil,drzava,0.04518,4,True
2146,1,avtomobilizem,avtomobil stranka,12,avtomobil,stranka,0.1284,4,True
2147,1,avtomobilizem,model drzava,12,model,drzava,5.30406,4,True
2148,1,avtomobilizem,lastnistvo stranka,3,lastnistvo,stranka,0.00474,1,True
2149,1,avtomobilizem,lastnistvo avtomobil,3,lastnistvo,avtomobil,0.00477,1,True
2150,1,avtomobilizem,avtomobil model,3,avtomobil,model,0.00885,1,True
2151,1,avtomobilizem,avtomobil drzava,3,avtomobil,drzava,0.08169,1,True
2152,1,avtomobilizem,avtomobil stranka,3,avtomobil,stranka,0.13131,1,True
2153,1,avtomobilizem,model drzava,3,model,drzava,0.15804,1,True
2154,0,avtomobilizem,lastnistvo stranka,14,lastnistvo,stranka,0.0005,0,True
2155,0,avtomobilizem,lastnistvo avtomobil,14,lastnistvo,avtomobil,0.00524,0,True
2156,0,avtomobilizem,avtomobil model,14,avtomobil,model,0.01372,0,True
2157,0,avtomobilizem,avtomobil drzava,14,avtomobil,drzava,0.02166,0,True
2158,0,avtomobilizem,avtomobil stranka,14,avtomobil,stranka,0.12896,0,True
2159,0,avtomobilizem,model drzava,14,model,drzava,0.23346,0,True
2160,2,avtomobilizem,lastnistvo stranka,9,lastnistvo,stranka,0.00272,1,True
2161,2,avtomobilizem,lastnistvo avtomobil,9,lastnistvo,avtomobil,0.00527,1,True
2162,2,avtomobilizem,avtomobil model,9,avtomobil,model,0.01473,1,True
2163,2,avtomobilizem,avtomobil drzava,9,avtomobil,drzava,0.03394,1,True
2164,2,avtomobilizem,avtomobil stranka,9,avtomobil,stranka,0.13058,1,True
2165,2,avtomobilizem,model drzava,9,model,drzava,0.19673,1,True
2166,0,avtomobilizem,lastnistvo stranka,48,lastnistvo,stranka,0.00204,4,True
2167,0,avtomobilizem,lastnistvo avtomobil,48,lastnistvo,avtomobil,0.00523,4,True
2168,0,avtomobilizem,avtomobil drzava,48,avtomobil,drzava,0.00983,4,True
2169,0,avtomobilizem,avtomobil model,48,avtomobil,model,0.0121,4,True
2170,0,avtomobilizem,avtomobil stranka,48,avtomobil,stranka,0.13214,4,True
2171,0,avtomobilizem,model drzava,48,model,drzava,0.20093,4,True
2172,1,avtomobilizem,lastnistvo stranka,18,lastnistvo,stranka,0.00088,0,True
2173,1,avtomobilizem,lastnistvo avtomobil,18,lastnistvo,avtomobil,0.00517,0,True
2174,1,avtomobilizem,avtomobil model,18,avtomobil,model,0.01002,0,True
2175,1,avtomobilizem,avtomobil drzava,18,avtomobil,drzava,0.01721,0,True
2176,1,avtomobilizem,model drzava,18,model,drzava,0.12085,0,True
2177,1,avtomobilizem,avtomobil stranka,18,avtomobil,stranka,0.12737,0,True
2178,1,avtomobilizem,lastnistvo stranka,3,lastnistvo,stranka,0.00281,0,True
2179,1,avtomobilizem,lastnistvo avtomobil,3,lastnistvo,avtomobil,0.00464,0,True
2180,1,avtomobilizem,avtomobil model,3,avtomobil,model,0.0088,0,True
2181,1,avtomobilizem,avtomobil drzava,3,avtomobil,drzava,0.08192,0,True
2182,1,avtomobilizem,avtomobil stranka,3,avtomobil,stranka,0.13039,0,True
2183,1,avtomobilizem,model drzava,3,model,drzava,0.15804,0,True
2184,1,avtomobilizem,lastnistvo stranka,36,lastnistvo,stranka,0.00054,2,True
2185,1,avtomobilizem,lastnistvo avtomobil,36,lastnistvo,avtomobil,0.00496,2,True
2186,1,avtomobilizem,avtomobil drzava,36,avtomobil,drzava,0.05324,2,True
2187,1,avtomobilizem,avtomobil stranka,36,avtomobil,stranka,0.12232,2,True
2188,1,avtomobilizem,avtomobil model,36,avtomobil,model,0.45409,2,True
2189,1,avtomobilizem,model drzava,36,model,drzava,2784.92675,2,True
2190,0,avtomobilizem,lastnistvo stranka,19,lastnistvo,stranka,0.00051,3,True
2191,0,avtomobilizem,lastnistvo avtomobil,19,lastnistvo,avtomobil,0.00524,3,True
2192,0,avtomobilizem,avtomobil model,19,avtomobil,model,0.01362,3,True
2193,0,avtomobilizem,avtomobil drzava,19,avtomobil,drzava,0.01651,3,True
2194,0,avtomobilizem,avtomobil stranka,19,avtomobil,stranka,0.1291,3,True
2195,0,avtomobilizem,model drzava,19,model,drzava,0.22024,3,True
2196,0,avtomobilizem,lastnistvo stranka,10,lastnistvo,stranka,0.00168,3,True
2197,0,avtomobilizem,lastnistvo avtomobil,10,lastnistvo,avtomobil,0.00526,3,True
2198,0,avtomobilizem,avtomobil model,10,avtomobil,model,0.01371,3,True
2199,0,avtomobilizem,avtomobil drzava,10,avtomobil,drzava,0.02869,3,True
2200,0,avtomobilizem,avtomobil stranka,10,avtomobil,stranka,0.12927,3,True
2201,0,avtomobilizem,model drzava,10,model,drzava,0.23366,3,True
2202,1,avtomobilizem,lastnistvo stranka,22,lastnistvo,stranka,0.00107,0,True
2203,1,avtomobilizem,lastnistvo avtomobil,22,lastnistvo,avtomobil,0.00517,0,True
2204,1,avtomobilizem,avtomobil model,22,avtomobil,model,0.01005,0,True
2205,1,avtomobilizem,avtomobil drzava,22,avtomobil,drzava,0.0147,0,True
2206,1,avtomobilizem,model drzava,22,model,drzava,0.12275,0,True
2207,1,avtomobilizem,avtomobil stranka,22,avtomobil,stranka,0.12726,0,True
2208,0,avtomobilizem,lastnistvo stranka,35,lastnistvo,stranka,0.00311,1,True
2209,0,avtomobilizem,lastnistvo avtomobil,35,lastnistvo,avtomobil,0.00526,1,True
2210,0,avtomobilizem,avtomobil drzava,35,avtomobil,drzava,0.01171,1,True
2211,0,avtomobilizem,avtomobil model,35,avtomobil,model,0.01372,1,True
2212,0,avtomobilizem,avtomobil stranka,35,avtomobil,stranka,0.13245,1,True
2213,0,avtomobilizem,model drzava,35,model,drzava,0.23325,1,True
2214,1,avtomobilizem,lastnistvo stranka,10,lastnistvo,stranka,0.00203,2,True
2215,1,avtomobilizem,lastnistvo avtomobil,10,lastnistvo,avtomobil,0.00527,2,True
2216,1,avtomobilizem,avtomobil model,10,avtomobil,model,0.01008,2,True
2217,1,avtomobilizem,avtomobil drzava,10,avtomobil,drzava,0.02859,2,True
2218,1,avtomobilizem,avtomobil stranka,10,avtomobil,stranka,0.12975,2,True
2219,1,avtomobilizem,model drzava,10,model,drzava,0.13029,2,True
2220,0,avtomobilizem,lastnistvo stranka,36,lastnistvo,stranka,7e-05,3,True
2221,0,avtomobilizem,lastnistvo avtomobil,36,lastnistvo,avtomobil,0.00458,3,True
2222,0,avtomobilizem,avtomobil drzava,36,avtomobil,drzava,0.00948,3,True
2223,0,avtomobilizem,avtomobil model,36,avtomobil,model,0.01136,3,True
2224,0,avtomobilizem,avtomobil stranka,36,avtomobil,stranka,0.11283,3,True
2225,0,avtomobilizem,model drzava,36,model,drzava,0.19822,3,True
2226,1,avtomobilizem,lastnistvo avtomobil,35,lastnistvo,avtomobil,0.00701,1,True
2227,1,avtomobilizem,avtomobil drzava,35,avtomobil,drzava,0.01552,1,True
2228,1,avtomobilizem,avtomobil model,35,avtomobil,model,0.0294,1,True
2229,1,avtomobilizem,lastnistvo stranka,35,lastnistvo,stranka,0.07514,1,True
2230,1,avtomobilizem,avtomobil stranka,35,avtomobil,stranka,0.22351,1,True
2231,1,avtomobilizem,model drzava,35,model,drzava,12.95623,1,True
2232,0,avtomobilizem,lastnistvo stranka,29,lastnistvo,stranka,0.00026,2,True
2233,0,avtomobilizem,lastnistvo avtomobil,29,lastnistvo,avtomobil,0.005,2,True
2234,0,avtomobilizem,avtomobil drzava,29,avtomobil,drzava,0.0119,2,True
2235,0,avtomobilizem,avtomobil model,29,avtomobil,model,0.02094,2,True
2236,0,avtomobilizem,avtomobil stranka,29,avtomobil,stranka,0.12409,2,True
2237,0,avtomobilizem,model drzava,29,model,drzava,0.2201,2,True
2238,1,avtomobilizem,lastnistvo stranka,29,lastnistvo,stranka,0.00049,0,True
2239,1,avtomobilizem,lastnistvo avtomobil,29,lastnistvo,avtomobil,0.00511,0,True
2240,1,avtomobilizem,avtomobil model,29,avtomobil,model,0.00938,0,True
2241,1,avtomobilizem,avtomobil drzava,29,avtomobil,drzava,0.01227,0,True
2242,1,avtomobilizem,model drzava,29,model,drzava,0.11024,0,True
2243,1,avtomobilizem,avtomobil stranka,29,avtomobil,stranka,0.12578,0,True
2244,0,avtomobilizem,lastnistvo stranka,31,lastnistvo,stranka,0.00205,2,True
2245,0,avtomobilizem,lastnistvo avtomobil,31,lastnistvo,avtomobil,0.00523,2,True
2246,0,avtomobilizem,avtomobil drzava,31,avtomobil,drzava,0.01154,2,True
2247,0,avtomobilizem,avtomobil model,31,avtomobil,model,0.01307,2,True
2248,0,avtomobilizem,avtomobil stranka,31,avtomobil,stranka,0.13211,2,True
2249,0,avtomobilizem,model drzava,31,model,drzava,0.24694,2,True
2250,2,avtomobilizem,lastnistvo stranka,6,lastnistvo,stranka,0.00278,2,True
2251,2,avtomobilizem,lastnistvo avtomobil,6,lastnistvo,avtomobil,0.00519,2,True
2252,2,avtomobilizem,avtomobil model,6,avtomobil,model,0.01455,2,True
2253,2,avtomobilizem,avtomobil drzava,6,avtomobil,drzava,0.04693,2,True
2254,2,avtomobilizem,avtomobil stranka,6,avtomobil,stranka,0.13091,2,True
2255,2,avtomobilizem,model drzava,6,model,drzava,0.20219,2,True
2256,1,avtomobilizem,lastnistvo stranka,17,lastnistvo,stranka,0.0016,2,True
2257,1,avtomobilizem,lastnistvo avtomobil,17,lastnistvo,avtomobil,0.00536,2,True
2258,1,avtomobilizem,avtomobil model,17,avtomobil,model,0.01023,2,True
2259,1,avtomobilizem,avtomobil drzava,17,avtomobil,drzava,0.01817,2,True
2260,1,avtomobilizem,model drzava,17,model,drzava,0.12488,2,True
2261,1,avtomobilizem,avtomobil stranka,17,avtomobil,stranka,0.12947,2,True
2262,2,avtomobilizem,lastnistvo stranka,3,lastnistvo,stranka,0.00355,3,True
2263,2,avtomobilizem,lastnistvo avtomobil,3,lastnistvo,avtomobil,0.00473,3,True
2264,2,avtomobilizem,avtomobil model,3,avtomobil,model,0.01293,3,True
2265,2,avtomobilizem,avtomobil drzava,3,avtomobil,drzava,0.08137,3,True
2266,2,avtomobilizem,avtomobil stranka,3,avtomobil,stranka,0.13119,3,True
2267,2,avtomobilizem,model drzava,3,model,drzava,0.21472,3,True
2268,0,avtomobilizem,lastnistvo stranka,32,lastnistvo,stranka,0.00086,3,True
2269,0,avtomobilizem,lastnistvo avtomobil,32,lastnistvo,avtomobil,0.00469,3,True
2270,0,avtomobilizem,avtomobil drzava,32,avtomobil,drzava,0.01268,3,True
2271,0,avtomobilizem,avtomobil model,32,avtomobil,model,0.01369,3,True
2272,0,avtomobilizem,avtomobil stranka,32,avtomobil,stranka,0.1196,3,True
2273,0,avtomobilizem,model drzava,32,model,drzava,0.22032,3,True
2274,0,avtomobilizem,lastnistvo stranka,10,lastnistvo,stranka,0.00252,1,True
2275,0,avtomobilizem,lastnistvo avtomobil,10,lastnistvo,avtomobil,0.00529,1,True
2276,0,avtomobilizem,avtomobil model,10,avtomobil,model,0.01374,1,True
2277,0,avtomobilizem,avtomobil drzava,10,avtomobil,drzava,0.02844,1,True
2278,0,avtomobilizem,avtomobil stranka,10,avtomobil,stranka,0.13237,1,True
2279,0,avtomobilizem,model drzava,10,model,drzava,0.2336,1,True
2280,0,avtomobilizem,lastnistvo stranka,14,lastnistvo,stranka,0.00064,1,True
2281,0,avtomobilizem,lastnistvo avtomobil,14,lastnistvo,avtomobil,0.00525,1,True
2282,0,avtomobilizem,avtomobil model,14,avtomobil,model,0.01372,1,True
2283,0,avtomobilizem,avtomobil drzava,14,avtomobil,drzava,0.02167,1,True
2284,0,avtomobilizem,avtomobil stranka,14,avtomobil,stranka,0.12915,1,True
2285,0,avtomobilizem,model drzava,14,model,drzava,0.23346,1,True
2286,1,avtomobilizem,lastnistvo stranka,37,lastnistvo,stranka,0.00099,1,True
2287,1,avtomobilizem,lastnistvo avtomobil,37,lastnistvo,avtomobil,0.00535,1,True
2288,1,avtomobilizem,avtomobil model,37,avtomobil,model,0.01004,1,True
2289,1,avtomobilizem,avtomobil drzava,37,avtomobil,drzava,0.01117,1,True
2290,1,avtomobilizem,model drzava,37,model,drzava,0.11157,1,True
2291,1,avtomobilizem,avtomobil stranka,37,avtomobil,stranka,0.12857,1,True
2292,0,avtomobilizem,lastnistvo stranka,20,lastnistvo,stranka,0.00052,4,True
2293,0,avtomobilizem,lastnistvo avtomobil,20,lastnistvo,avtomobil,0.005,4,True
2294,0,avtomobilizem,avtomobil drzava,20,avtomobil,drzava,0.01678,4,True
2295,0,avtomobilizem,avtomobil model,20,avtomobil,model,0.09875,4,True
2296,0,avtomobilizem,avtomobil stranka,20,avtomobil,stranka,0.12494,4,True
2297,0,avtomobilizem,model drzava,20,model,drzava,0.26138,4,True
2298,2,avtomobilizem,lastnistvo stranka,11,lastnistvo,stranka,0.00279,4,True
2299,2,avtomobilizem,lastnistvo avtomobil,11,lastnistvo,avtomobil,0.0053,4,True
2300,2,avtomobilizem,avtomobil model,11,avtomobil,model,0.01516,4,True
2301,2,avtomobilizem,avtomobil drzava,11,avtomobil,drzava,0.03502,4,True
2302,2,avtomobilizem,avtomobil stranka,11,avtomobil,stranka,0.132,4,True
2303,2,avtomobilizem,model drzava,11,model,drzava,0.21293,4,True
2304,1,avtomobilizem,lastnistvo stranka,11,lastnistvo,stranka,0.00133,1,True
2305,1,avtomobilizem,lastnistvo avtomobil,11,lastnistvo,avtomobil,0.00528,1,True
2306,1,avtomobilizem,avtomobil model,11,avtomobil,model,0.01006,1,True
2307,1,avtomobilizem,avtomobil drzava,11,avtomobil,drzava,0.02641,1,True
2308,1,avtomobilizem,model drzava,11,model,drzava,0.12911,1,True
2309,1,avtomobilizem,avtomobil stranka,11,avtomobil,stranka,0.12944,1,True
2310,0,avtomobilizem,lastnistvo stranka,32,lastnistvo,stranka,0.00089,0,True
2311,0,avtomobilizem,lastnistvo avtomobil,32,lastnistvo,avtomobil,0.00463,0,True
2312,0,avtomobilizem,avtomobil drzava,32,avtomobil,drzava,0.06566,0,True
2313,0,avtomobilizem,avtomobil stranka,32,avtomobil,stranka,0.11442,0,True
2314,0,avtomobilizem,avtomobil model,32,avtomobil,model,0.12252,0,True
2315,0,avtomobilizem,model drzava,32,model,drzava,30.75474,0,True
2316,1,avtomobilizem,lastnistvo stranka,30,lastnistvo,stranka,0.00156,1,True
2317,1,avtomobilizem,lastnistvo avtomobil,30,lastnistvo,avtomobil,0.00523,1,True
2318,1,avtomobilizem,avtomobil model,30,avtomobil,model,0.00999,1,True
2319,1,avtomobilizem,avtomobil drzava,30,avtomobil,drzava,0.01195,1,True
2320,1,avtomobilizem,model drzava,30,model,drzava,0.11157,1,True
2321,1,avtomobilizem,avtomobil stranka,30,avtomobil,stranka,0.12941,1,True
2322,1,avtomobilizem,lastnistvo stranka,27,lastnistvo,stranka,0.00204,0,True
2323,1,avtomobilizem,lastnistvo avtomobil,27,lastnistvo,avtomobil,0.0056,0,True
2324,1,avtomobilizem,avtomobil model,27,avtomobil,model,0.01021,0,True
